url,real_description,random_description,humor_caption,caption1,caption2,caption3,response_text
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_221.jpeg?raw=true,"The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.","The illustration shows two individuals sitting on a desert island under a palm tree next to a tiny hut and a bus stop bench, humorously implying the incongruity of a bus stop in such a remote location.",Let Table Seven know that there will be a slight delay on the risotto.,"The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.","The illustration shows two individuals sitting on a desert island under a palm tree next to a tiny hut and a bus stop bench, humorously implying the incongruity of a bus stop in such a remote location.",Let Table Seven know that there will be a slight delay on the risotto.,"{1: ""The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_225.jpeg?raw=true,"The image shows an illustration of a small airplane with its engine running, two pilots in the cockpit, and a woman in a dress standing on the tarmac holding a broom.","The image is a black-and-white cartoon showing a woman sitting up in bed, looking somewhat unimpressed or surprised, while a man stands in the doorway with his coat open, exposing his underwear, in an exaggerated display.",I’m trying to raise money for our squad. Would you like your plane washed?,I’m trying to raise money for our squad. Would you like your plane washed?,"The image is a black-and-white cartoon showing a woman sitting up in bed, looking somewhat unimpressed or surprised, while a man stands in the doorway with his coat open, exposing his underwear, in an exaggerated display.","The image shows an illustration of a small airplane with its engine running, two pilots in the cockpit, and a woman in a dress standing on the tarmac holding a broom.","{""3"":""The image shows an illustration of a small airplane with its engine running, two pilots in the cockpit, and a woman in a dress standing on the tarmac holding a broom.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_240.jpeg?raw=true,"The image is a black and white sketch depicting a whimsical scene where human-figured birds with wings are engaging in human activities such as reading, watering plants, and playing musical instruments, while a human groundskeeper seems to be unaware, all set in a garden-like environment.","The image shows two people in a bedroom with a third, smaller figure, which appears to be a puppet, sitting between them on the bed, suggesting a humorous or surreal scenario.",That's it. I'm returning those narciscissors today!,"The image is a black and white sketch depicting a whimsical scene where human-figured birds with wings are engaging in human activities such as reading, watering plants, and playing musical instruments, while a human groundskeeper seems to be unaware, all set in a garden-like environment.","The image shows two people in a bedroom with a third, smaller figure, which appears to be a puppet, sitting between them on the bed, suggesting a humorous or surreal scenario.",That's it. I'm returning those narciscissors today!,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_243.jpeg?raw=true,"A man in pajamas looks bewildered as water pours down on him and the bedroom floor, likely from a burst pipe above, while a woman in bed appears to be waking up to the chaos.","The image is a grayscale sketch of a bear standing by a river, watching two fish jumping out of the water.",That was the wakeup call from Hell.,"A man in pajamas looks bewildered as water pours down on him and the bedroom floor, likely from a burst pipe above, while a woman in bed appears to be waking up to the chaos.","The image is a grayscale sketch of a bear standing by a river, watching two fish jumping out of the water.",That was the wakeup call from Hell.,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_244.jpeg?raw=true,"The image is a humorous cartoon where a man in a business suit is lying on a psychiatrist's couch, but his body is comically extended and ends in a crocodile's tail, surprising the psychiatrist who is taking notes.","The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation.",Cancel my lunch date and get me a six-foot baguette.,"The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation.",Cancel my lunch date and get me a six-foot baguette.,"The image is a humorous cartoon where a man in a business suit is lying on a psychiatrist's couch, but his body is comically extended and ends in a crocodile's tail, surprising the psychiatrist who is taking notes.","{""selected caption number"":""3: The image is a humorous cartoon where a man in a business suit is lying on a psychiatrist's couch, but his body is comically extended and ends in a crocodile's tail, surprising the psychiatrist who is taking notes.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_246.jpeg?raw=true,The image shows five individuals engaged in a business meeting around a rectangular table.,"The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.",Or we go to Plan B and slip something in his coffee.,"The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.",The image shows five individuals engaged in a business meeting around a rectangular table.,Or we go to Plan B and slip something in his coffee.,"{""selected caption number"":""2: The image shows five individuals engaged in a business meeting around a rectangular table.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_253.jpeg?raw=true,"The image is a humorous cartoon by Gahan Wilson showing one cowboy standing on the ground holding a horse, while another cowboy sits on a horse whose body and legs are comically elongated.","A person returns home with half of their body dressed in business attire and the other half in casual wear, while another person sits on a couch reading.",You don't have to tell me it's a vanishing breed.,You don't have to tell me it's a vanishing breed.,"A person returns home with half of their body dressed in business attire and the other half in casual wear, while another person sits on a couch reading.","The image is a humorous cartoon by Gahan Wilson showing one cowboy standing on the ground holding a horse, while another cowboy sits on a horse whose body and legs are comically elongated.","{3: 'The image is a humorous cartoon by Gahan Wilson showing one cowboy standing on the ground holding a horse, while another cowboy sits on a horse whose body and legs are comically elongated.'}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_258.jpeg?raw=true,"The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages.","The image shows a stylized drawing of a tall woman in a black outfit leaning against a palm tree on a small island, while a shorter clownish figure looks up at her.","Now, at the actual wedding tomorrow, let's keep Heather off the vodka.","The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages.","Now, at the actual wedding tomorrow, let's keep Heather off the vodka.","The image shows a stylized drawing of a tall woman in a black outfit leaning against a palm tree on a small island, while a shorter clownish figure looks up at her.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_272.jpeg?raw=true,"The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation.","A giant creature resembling King Kong is peering into an apartment window where a man, oblivious to the creature's presence, is drinking from a cup.",I think we made a wrong turn at puberty.,I think we made a wrong turn at puberty.,"A giant creature resembling King Kong is peering into an apartment window where a man, oblivious to the creature's presence, is drinking from a cup.","The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_276.jpeg?raw=true,"The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.",Two people on skis are jumping off a submerged house representing a ski jump in a flooded area.,Relax. The DVR is set. You can catch the game tomorrow.,Relax. The DVR is set. You can catch the game tomorrow.,"The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.",Two people on skis are jumping off a submerged house representing a ski jump in a flooded area.,"{""2"":""The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_308.jpeg?raw=true,"The image shows a cartoon of two prehistoric people inside a cave, near some stone wheels, eating what appears to be a large drumstick.","The image is a humorous cartoon showing a group of surgeons in an operating room looking perplexed as a baseball player enters, suggesting a mix-up or confusion between a baseball game and a surgical operation.",You're gonna have to roll me outta here.,You're gonna have to roll me outta here.,"The image is a humorous cartoon showing a group of surgeons in an operating room looking perplexed as a baseball player enters, suggesting a mix-up or confusion between a baseball game and a surgical operation.","The image shows a cartoon of two prehistoric people inside a cave, near some stone wheels, eating what appears to be a large drumstick.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_319.jpeg?raw=true,"The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.","Two people stand on a sidewalk conversing, unaware of the large, anthropomorphic dolphin figure standing oddly close behind them.","Please stop asking, honey. If anything, you look too thin.","The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.","Two people stand on a sidewalk conversing, unaware of the large, anthropomorphic dolphin figure standing oddly close behind them.","Please stop asking, honey. If anything, you look too thin.","{selected caption number:'1: The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.'}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_321.jpeg?raw=true,"The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.","A woman is gesturing towards a coat rack while speaking to two other people who are standing next to her holding drinks, creating a humorous scene where it appears as though she is introducing the coat rack as a person at a social gathering.",Why don't you get the coffee this morning?,"The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.","A woman is gesturing towards a coat rack while speaking to two other people who are standing next to her holding drinks, creating a humorous scene where it appears as though she is introducing the coat rack as a person at a social gathering.",Why don't you get the coffee this morning?,"{1:'The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.'}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_324.jpeg?raw=true,"The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.","The image is a black and white cartoon showing three observers on the edge of a steep cliff, witnessing another figure who has apparently jumped off, parachuting down.",Let's just say I thought I had one wish left.,"The image is a black and white cartoon showing three observers on the edge of a steep cliff, witnessing another figure who has apparently jumped off, parachuting down.",Let's just say I thought I had one wish left.,"The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.","{""selected caption number"":""3: The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_326.jpeg?raw=true,"The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.","The image is a sketch of a woman and a man with a tennis racket head sitting on a bed, engaged in a conversation, with a sense of whimsy due to the man's unusual head.",I keep forming inappropriate attachments.,"The image is a sketch of a woman and a man with a tennis racket head sitting on a bed, engaged in a conversation, with a sense of whimsy due to the man's unusual head.","The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.",I keep forming inappropriate attachments.,"{""selected caption number"":""2: The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_335.jpeg?raw=true,"Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race.","The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages.","Which sounds faster: ‘clip-clop, clip-clop’ or ‘clippety-clop’?","Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race.","The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages.","Which sounds faster: ‘clip-clop, clip-clop’ or ‘clippety-clop’?","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_337.jpeg?raw=true,"The illustration shows two individuals sitting on a desert island under a palm tree next to a tiny hut and a bus stop bench, humorously implying the incongruity of a bus stop in such a remote location.","A cartoon illustrates a humorous scene where one diner has sunk into a very large pie, while the others appear unaware and focused on their menus.","Yes, I asked very politely. But he still says the rest room in there is for employees only.","Yes, I asked very politely. But he still says the rest room in there is for employees only.","A cartoon illustrates a humorous scene where one diner has sunk into a very large pie, while the others appear unaware and focused on their menus.","The illustration shows two individuals sitting on a desert island under a palm tree next to a tiny hut and a bus stop bench, humorously implying the incongruity of a bus stop in such a remote location.","{""3"":""The illustration shows two individuals sitting on a desert island under a palm tree next to a tiny hut and a bus stop bench, humorously implying the incongruity of a bus stop in such a remote location.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_343.jpeg?raw=true,"The black-and-white illustration depicts a humorous scene where a chariot drawn by a team of cats is parked on a street, seemingly getting a ticket from a traffic officer as bewildered onlookers watch.","The picture is a humorous illustration depicting a group of animals attentively listening to a human speaker at a podium in a forest, resembling a political rally or public speech.","No, really. Your chariot awaits.","The black-and-white illustration depicts a humorous scene where a chariot drawn by a team of cats is parked on a street, seemingly getting a ticket from a traffic officer as bewildered onlookers watch.","No, really. Your chariot awaits.","The picture is a humorous illustration depicting a group of animals attentively listening to a human speaker at a podium in a forest, resembling a political rally or public speech.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_347.jpeg?raw=true,"The image shows two people in a bedroom with a third, smaller figure, which appears to be a puppet, sitting between them on the bed, suggesting a humorous or surreal scenario.","Two potatoes are lying in bed with one reading a book, appearing to depict a couple in an anthropomorphic humorous illustration.",I think my wife is having us tailed.,I think my wife is having us tailed.,"Two potatoes are lying in bed with one reading a book, appearing to depict a couple in an anthropomorphic humorous illustration.","The image shows two people in a bedroom with a third, smaller figure, which appears to be a puppet, sitting between them on the bed, suggesting a humorous or surreal scenario.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_348.jpeg?raw=true,"The image depicts a surreal landscape with large stone statues of heads resembling Easter Island moai, while two small human figures stand in the foreground conversing.","The image shows two men in suits by an office; one is pointing the way, while the other, carrying a briefcase, gestures to an awkward stash of toilet paper under his arm.",They keep watch on the offshore accounts.,They keep watch on the offshore accounts.,"The image depicts a surreal landscape with large stone statues of heads resembling Easter Island moai, while two small human figures stand in the foreground conversing.","The image shows two men in suits by an office; one is pointing the way, while the other, carrying a briefcase, gestures to an awkward stash of toilet paper under his arm.","{""selected caption number"":""2: The image depicts a surreal landscape with large stone statues of heads resembling Easter Island moai, while two small human figures stand in the foreground conversing.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_351.jpeg?raw=true,"The image is a humorous cartoon depicting a person in a detective-style outfit standing at a subway entrance on 42nd Street, appearing perplexed by a flock of sheep exiting the train car, while other subway passengers look on with varying reactions.","The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.",Come on! Do you have any idea how long it took to get through the turnstiles?,Come on! Do you have any idea how long it took to get through the turnstiles?,"The image is a humorous cartoon depicting a person in a detective-style outfit standing at a subway entrance on 42nd Street, appearing perplexed by a flock of sheep exiting the train car, while other subway passengers look on with varying reactions.","The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_364.jpeg?raw=true,"The image is a black-and-white cartoon depicting a man wearing a hat, seated at a bar and smiling at an ambiguous figure with a pipe that is part of the bar's design, creating an optical illusion.","The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.",You're cut out for this job.,"The image is a black-and-white cartoon depicting a man wearing a hat, seated at a bar and smiling at an ambiguous figure with a pipe that is part of the bar's design, creating an optical illusion.","The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context.",You're cut out for this job.,"{""selected caption number"":""1: The image is a black-and-white cartoon depicting a man wearing a hat, seated at a bar and smiling at an ambiguous figure with a pipe that is part of the bar's design, creating an optical illusion.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_372.jpeg?raw=true,The image is a black-and-white cartoon showing a person working intently at a computer in an office environment while two identical-looking supervisors stand behind observing.,"A person is sitting at a comically oversized desk across from another individual in an office setting, conveying a humorous take on power dynamics in the workplace.",And Bob here came to us from a jewelry box.,And Bob here came to us from a jewelry box.,"A person is sitting at a comically oversized desk across from another individual in an office setting, conveying a humorous take on power dynamics in the workplace.",The image is a black-and-white cartoon showing a person working intently at a computer in an office environment while two identical-looking supervisors stand behind observing.,"{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_378.jpeg?raw=true,"The image is a cartoon showing two pirates, one with a pair of rabbits on his shoulder instead of the traditional parrot, standing on a dock with a ship in the background.","A person and a knight in armor are sitting at a table with glasses of wine in a casual setting, suggesting an unconventional and humorous meeting.","Aye, they'll be baskets of treasure for us upon Easter island.","The image is a cartoon showing two pirates, one with a pair of rabbits on his shoulder instead of the traditional parrot, standing on a dock with a ship in the background.","Aye, they'll be baskets of treasure for us upon Easter island.","A person and a knight in armor are sitting at a table with glasses of wine in a casual setting, suggesting an unconventional and humorous meeting.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_384.jpeg?raw=true,"The black and white cartoon features a group of four men in a meeting, with the room's windows humorously resembling an annoyed face due to the positioning of the curtains and lower window sashes.","The image shows a cartoon of two men in a room, one seemingly dressed as a security guard with his arms crossed, looking skeptically at a shark lying on a table, while the other man, holding a clipboard, is presenting the shark with a badge or card, creating a humorous and absurd situation.",I wish they would just go back to tapping our phone lines.,I wish they would just go back to tapping our phone lines.,"The black and white cartoon features a group of four men in a meeting, with the room's windows humorously resembling an annoyed face due to the positioning of the curtains and lower window sashes.","The image shows a cartoon of two men in a room, one seemingly dressed as a security guard with his arms crossed, looking skeptically at a shark lying on a table, while the other man, holding a clipboard, is presenting the shark with a badge or card, creating a humorous and absurd situation.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_388.jpeg?raw=true,"The image is a humorous cartoon showing a group of surgeons in an operating room looking perplexed as a baseball player enters, suggesting a mix-up or confusion between a baseball game and a surgical operation.","A person is sitting on a bucket ice fishing next to a small hut, while another stands nearby, with a bird perched on a piece of wood and a mountainous background.","Sorry, but I have to play it where it lies.","A person is sitting on a bucket ice fishing next to a small hut, while another stands nearby, with a bird perched on a piece of wood and a mountainous background.","Sorry, but I have to play it where it lies.","The image is a humorous cartoon showing a group of surgeons in an operating room looking perplexed as a baseball player enters, suggesting a mix-up or confusion between a baseball game and a surgical operation.","{""3"":""The image is a humorous cartoon showing a group of surgeons in an operating room looking perplexed as a baseball player enters, suggesting a mix-up or confusion between a baseball game and a surgical operation.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_393.jpeg?raw=true,"Two cartoon characters are standing on clouds, with the one in front brandishing a lightning bolt and the other sneakily cutting the cloud beneath them with scissors.","Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race.","Business school changed you, Son.","Business school changed you, Son.","Two cartoon characters are standing on clouds, with the one in front brandishing a lightning bolt and the other sneakily cutting the cloud beneath them with scissors.","Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race.","{""2"":""Two cartoon characters are standing on clouds, with the one in front brandishing a lightning bolt and the other sneakily cutting the cloud beneath them with scissors.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_412.jpeg?raw=true,"The image shows a stylized drawing of a tall woman in a black outfit leaning against a palm tree on a small island, while a shorter clownish figure looks up at her.","The image depicts two people in a car, one driving and the other seeming to be in discomfort with their hand on their forehead, while a large fish is jumping over the vehicle.",Can't I just laugh till it hurts?,"The image shows a stylized drawing of a tall woman in a black outfit leaning against a palm tree on a small island, while a shorter clownish figure looks up at her.",Can't I just laugh till it hurts?,"The image depicts two people in a car, one driving and the other seeming to be in discomfort with their hand on their forehead, while a large fish is jumping over the vehicle.","{""selected caption number"":""1: The image shows a stylized drawing of a tall woman in a black outfit leaning against a palm tree on a small island, while a shorter clownish figure looks up at her.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_413.jpeg?raw=true,"The image shows four people engaging in what appears to be a friendly exchange on a sidewalk, with one man in a bowler hat gesturing enthusiastically.","The image portrays a humorous scene where a caveman is wheeling a wheelbarrow with square wheels, while another caveman observes from a nearby cave, possibly suggesting a prehistoric take on the concept of inefficiency or innovation.",Isn't it great how so many their age are pursuing second careers?,Isn't it great how so many their age are pursuing second careers?,"The image shows four people engaging in what appears to be a friendly exchange on a sidewalk, with one man in a bowler hat gesturing enthusiastically.","The image portrays a humorous scene where a caveman is wheeling a wheelbarrow with square wheels, while another caveman observes from a nearby cave, possibly suggesting a prehistoric take on the concept of inefficiency or innovation.","```json
{2: ""The image shows four people engaging in what appears to be a friendly exchange on a sidewalk, with one man in a bowler hat gesturing enthusiastically.""}
```"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_415.jpeg?raw=true,"A person dressed as a superhero stands at a subway station labeled ""14th Street,"" looking perplexed at a man reading a map.","A cartoon depicts a surprised man at a restaurant table as an enormous noodle is being slurped up from his bowl of pasta, creating a tornado-like effect, while a waiter looks on.",Robin totalled the Batmobile—again!,Robin totalled the Batmobile—again!,"A cartoon depicts a surprised man at a restaurant table as an enormous noodle is being slurped up from his bowl of pasta, creating a tornado-like effect, while a waiter looks on.","A person dressed as a superhero stands at a subway station labeled ""14th Street,"" looking perplexed at a man reading a map.","{""selected caption number"":""3: A person dressed as a superhero stands at a subway station labeled ""14th Street,"" looking perplexed at a man reading a map.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_421.jpeg?raw=true,"The image is a whimsical illustration showing a group of rhinoceroses seated at tables in a cafe as if they were customers, while two humans stand in the background holding drinks.","The image depicts a whimsical scene where a group of people are assembling or dismantling a large, striped fabric or structure that resembles a deflated hot air balloon, with a castle in the background, under a cloudy sky.","Every time I go to Williamsburg, I just feel more and more out of place.","Every time I go to Williamsburg, I just feel more and more out of place.","The image depicts a whimsical scene where a group of people are assembling or dismantling a large, striped fabric or structure that resembles a deflated hot air balloon, with a castle in the background, under a cloudy sky.","The image is a whimsical illustration showing a group of rhinoceroses seated at tables in a cafe as if they were customers, while two humans stand in the background holding drinks.","```json
{3:""The image is a whimsical illustration showing a group of rhinoceroses seated at tables in a cafe as if they were customers, while two humans stand in the background holding drinks.""}
```"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_422.jpeg?raw=true,"The image depicts a turtle standing next to a tree piled with numerous directional signs, seemingly overwhelmed by the choices in a forest setting.","The image is a whimsical illustration showing a group of rhinoceroses seated at tables in a cafe as if they were customers, while two humans stand in the background holding drinks.",I know I have a book in me.,"The image is a whimsical illustration showing a group of rhinoceroses seated at tables in a cafe as if they were customers, while two humans stand in the background holding drinks.","The image depicts a turtle standing next to a tree piled with numerous directional signs, seemingly overwhelmed by the choices in a forest setting.",I know I have a book in me.,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_446.jpeg?raw=true,"A cartoon illustrates a humorous scene where one diner has sunk into a very large pie, while the others appear unaware and focused on their menus.","The image depicts two men in an old-fashioned laboratory filled with scientific equipment, where one appears to be working on an experiment while the other observes.",It says here that service is not included.,"A cartoon illustrates a humorous scene where one diner has sunk into a very large pie, while the others appear unaware and focused on their menus.","The image depicts two men in an old-fashioned laboratory filled with scientific equipment, where one appears to be working on an experiment while the other observes.",It says here that service is not included.,"{3: ""It says here that service is not included.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_508.jpeg?raw=true,"The image shows a cartoon of two men in a room, one seemingly dressed as a security guard with his arms crossed, looking skeptically at a shark lying on a table, while the other man, holding a clipboard, is presenting the shark with a badge or card, creating a humorous and absurd situation.","A man is sitting on a park bench, nonchalantly reading a newspaper, while an abundance of birds perches on the other end of the bench.",It was in international waters.,"The image shows a cartoon of two men in a room, one seemingly dressed as a security guard with his arms crossed, looking skeptically at a shark lying on a table, while the other man, holding a clipboard, is presenting the shark with a badge or card, creating a humorous and absurd situation.","A man is sitting on a park bench, nonchalantly reading a newspaper, while an abundance of birds perches on the other end of the bench.",It was in international waters.,"{""selected caption number"":""1: The image shows a cartoon of two men in a room, one seemingly dressed as a security guard with his arms crossed, looking skeptically at a shark lying on a table, while the other man, holding a clipboard, is presenting the shark with a badge or card, creating a humorous and absurd situation.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_509.jpeg?raw=true,"The image is a grayscale sketch of a bear standing by a river, watching two fish jumping out of the water.","A boy is holding a large, rolled-up carpet tree trunk, facing a girl holding a standard-sized yoga mat, in a room labeled ""Beginner's Yoga.""",Please! I have a wife and two thousand kids!,Please! I have a wife and two thousand kids!,"The image is a grayscale sketch of a bear standing by a river, watching two fish jumping out of the water.","A boy is holding a large, rolled-up carpet tree trunk, facing a girl holding a standard-sized yoga mat, in a room labeled ""Beginner's Yoga.""","{""2"":""The image is a grayscale sketch of a bear standing by a river, watching two fish jumping out of the water.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_512.jpeg?raw=true,"A boy is holding a large, rolled-up carpet tree trunk, facing a girl holding a standard-sized yoga mat, in a room labeled ""Beginner's Yoga.""","The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.",That won't fly in here.,That won't fly in here.,"The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy.","A boy is holding a large, rolled-up carpet tree trunk, facing a girl holding a standard-sized yoga mat, in a room labeled ""Beginner's Yoga.""","{""3"":""A boy is holding a large, rolled-up carpet tree trunk, facing a girl holding a standard-sized yoga mat, in a room labeled 'Beginner's Yoga.'""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_519.jpeg?raw=true,"The image is a monochrome cartoon depicting two birds watching a human trying to take a picture of a bird perched on his hand, seemingly oblivious to the fact that they are right beside him.","The picture shows a humorous scene where two people look startled to see a group of dolphins with their heads poking through sails, resembling prehistoric plesiosaurs, near a palm tree in the sea.",It took us years to get somebody in the inside.,It took us years to get somebody in the inside.,"The picture shows a humorous scene where two people look startled to see a group of dolphins with their heads poking through sails, resembling prehistoric plesiosaurs, near a palm tree in the sea.","The image is a monochrome cartoon depicting two birds watching a human trying to take a picture of a bird perched on his hand, seemingly oblivious to the fact that they are right beside him.","{""selected caption number"":""3""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_522.jpeg?raw=true,"The image depicts two men in an old-fashioned laboratory filled with scientific equipment, where one appears to be working on an experiment while the other observes.","The image is a humorous cartoon depicting a person in a detective-style outfit standing at a subway entrance on 42nd Street, appearing perplexed by a flock of sheep exiting the train car, while other subway passengers look on with varying reactions.",the mrs. requests you come upstairs and try creating life the old fashioned way,"The image depicts two men in an old-fashioned laboratory filled with scientific equipment, where one appears to be working on an experiment while the other observes.",the mrs. requests you come upstairs and try creating life the old fashioned way,"The image is a humorous cartoon depicting a person in a detective-style outfit standing at a subway entrance on 42nd Street, appearing perplexed by a flock of sheep exiting the train car, while other subway passengers look on with varying reactions.","{1:'The image depicts two men in an old-fashioned laboratory filled with scientific equipment, where one appears to be working on an experiment while the other observes.'}"
